popularity_name,tune_id,popularity_tunebooks,tunes_setting_id,tunes_name,tunes_type,tunes_meter,tunes_mode,tunes_abc,tunes_date,tunes_username,recordings_id,recordings_artist,recordings_recording,recordings_track,recordings_number,recordings_tune,aliases_name,aliases_alias
250 To Vigo,2711,332.0,15945,250 To Vigo,reel,4/4,Bminor,"|""Bm"" B2fzBf2B|""Bm5""=f4 edBA|""Bm""B2fzBf2B|""Bm5"" =f4 edBA|
""Bm""B2fzBf2B|""Bm5"" =f4 edBA|""Bm""B2fzBf2B|e8||",2011-03-31 05:56:50,Edgar Bolton,6975.0,Irishields,The Last Night In Doolin,1.0,1.0,Two Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,15945,250 To Vigo,reel,4/4,Bminor,"|""Bm"" B2fzBf2B|""Bm5""=f4 edBA|""Bm""B2fzBf2B|""Bm5"" =f4 edBA|
""Bm""B2fzBf2B|""Bm5"" =f4 edBA|""Bm""B2fzBf2B|e8||",2011-03-31 05:56:50,Edgar Bolton,7818.0,Johnny Brennan,Lupi,10.0,2.0,2:50 To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,15945,250 To Vigo,reel,4/4,Bminor,"|""Bm"" B2fzBf2B|""Bm5""=f4 edBA|""Bm""B2fzBf2B|""Bm5"" =f4 edBA|
""Bm""B2fzBf2B|""Bm5"" =f4 edBA|""Bm""B2fzBf2B|e8||",2011-03-31 05:56:50,Edgar Bolton,471.0,Lúnasa,Redwood,10.0,1.0,Two-Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,15945,250 To Vigo,reel,4/4,Bminor,"|""Bm"" B2fzBf2B|""Bm5""=f4 edBA|""Bm""B2fzBf2B|""Bm5"" =f4 edBA|
""Bm""B2fzBf2B|""Bm5"" =f4 edBA|""Bm""B2fzBf2B|e8||",2011-03-31 05:56:50,Edgar Bolton,4305.0,Nor'easter,Waiting for the Snow,10.0,2.0,250 To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,15945,250 To Vigo,reel,4/4,Bminor,"|""Bm"" B2fzBf2B|""Bm5""=f4 edBA|""Bm""B2fzBf2B|""Bm5"" =f4 edBA|
""Bm""B2fzBf2B|""Bm5"" =f4 edBA|""Bm""B2fzBf2B|e8||",2011-03-31 05:56:50,Edgar Bolton,5942.0,Patsy Reid,A Glint o' Scottish Fiddle,10.0,1.0,2:50 To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,15945,250 To Vigo,reel,4/4,Bminor,"|""Bm"" B2fzBf2B|""Bm5""=f4 edBA|""Bm""B2fzBf2B|""Bm5"" =f4 edBA|
""Bm""B2fzBf2B|""Bm5"" =f4 edBA|""Bm""B2fzBf2B|e8||",2011-03-31 05:56:50,Edgar Bolton,136.0,Shooglenifty,Venus In Tweeds,6.0,1.0,Two Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,15945,250 To Vigo,reel,4/4,Bminor,"|""Bm"" B2fzBf2B|""Bm5""=f4 edBA|""Bm""B2fzBf2B|""Bm5"" =f4 edBA|
""Bm""B2fzBf2B|""Bm5"" =f4 edBA|""Bm""B2fzBf2B|e8||",2011-03-31 05:56:50,Edgar Bolton,1205.0,The Céilí Bandits,Hangin' At The Crossroads,9.0,1.0,Two-Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,15945,250 To Vigo,reel,4/4,Bminor,"|""Bm"" B2fzBf2B|""Bm5""=f4 edBA|""Bm""B2fzBf2B|""Bm5"" =f4 edBA|
""Bm""B2fzBf2B|""Bm5"" =f4 edBA|""Bm""B2fzBf2B|e8||",2011-03-31 05:56:50,Edgar Bolton,3003.0,The Poozies,Dansoozies,2.0,1.0,Two Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,15945,250 To Vigo,reel,4/4,Bminor,"|""Bm"" B2fzBf2B|""Bm5""=f4 edBA|""Bm""B2fzBf2B|""Bm5"" =f4 edBA|
""Bm""B2fzBf2B|""Bm5"" =f4 edBA|""Bm""B2fzBf2B|e8||",2011-03-31 05:56:50,Edgar Bolton,5126.0,Virandeira Folk,Metamorfose,7.0,1.0,Two Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,3815.0,Brongaene Griffin With Gerry O'Beirne And Kevin Burke,Three Colours Ginger,12.0,1.0,250cc To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,2997.0,Duncan Chisholm,Farrar,8.0,1.0,250 To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,6975.0,Irishields,The Last Night In Doolin,1.0,1.0,Two Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,7818.0,Johnny Brennan,Lupi,10.0,2.0,2:50 To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,471.0,Lúnasa,Redwood,10.0,1.0,Two-Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,4305.0,Nor'easter,Waiting for the Snow,10.0,2.0,250 To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,5942.0,Patsy Reid,A Glint o' Scottish Fiddle,10.0,1.0,2:50 To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,136.0,Shooglenifty,Venus In Tweeds,6.0,1.0,Two Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,1205.0,The Céilí Bandits,Hangin' At The Crossroads,9.0,1.0,Two-Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,3003.0,The Poozies,Dansoozies,2.0,1.0,Two Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
250 To Vigo,2711,332.0,31745,250 To Vigo,reel,4/4,Bminor,"fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)ABd cBBg|
fBBA BdF(G|G)BdB Acec|fBBA BdF(G|G)Bfe defg|
affe dec(d|d)ecd ed (3)cBA|affe dec(d|d)faf feef|
affe dec(d|d)ecd ed (3)cBA|fBBA Bfc(d|1 d)fec dcBA:|2 d)fec dcBd||
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec dcBd|
cFFc dGGd|cFFe dBBd|cFFc dGGd|cfec defg||
affd caB(c|c)aBc dcBA|affd caB(c|c)aaf feef|
affd caB(c|c)aBc dcBA|fBBA Bfc(d|d)fec dcBA||",2018-01-24 21:47:08,Rachael,5126.0,Virandeira Folk,Metamorfose,7.0,1.0,Two Fifty To Vigo,250 To Vigo,"['2:50 To Vigo', '250cc To Vigo', 'Two Fifty To Vigi', 'Two Fifty To Vigo', 'Two-Fifty To Vigo', 'Two-Fifty To Vigo, The']"
,15717,,29529,"28th Of January, The",reel,4/4,Adorian,"""Am""A,A,CE ""D""DDFD|""Am""A,A,CE ""D""D2EG|""Am""ABcB ""G""AGEG|""F""ABcB ""Em""AGED|
""Am""A,A,CE ""D""DDFD|""Am""A,A,CE ""D""D2EG|""Am""Acea ""G""(3gfe BA|""Em""EGA2""Am""A4:|
|:""Am""ea2 (a a)bag|egab a3 (g|""G""g)fga bagf|efga bagf|
""Am""e2 a2abag|egaba2ag|""G""degf edBG|""Em""EGA2""Am""A4:|",2016-12-18 16:58:20,callison,4453.0,"Betsy Branch, Clyde Curley, Susan Songer",A Portland Play Along Selection: 97 Contra Dance Tunes for Listening and Learning,4.0,2.0,"28th Of January, The",,
,15717,,29529,"28th Of January, The",reel,4/4,Adorian,"""Am""A,A,CE ""D""DDFD|""Am""A,A,CE ""D""D2EG|""Am""ABcB ""G""AGEG|""F""ABcB ""Em""AGED|
""Am""A,A,CE ""D""DDFD|""Am""A,A,CE ""D""D2EG|""Am""Acea ""G""(3gfe BA|""Em""EGA2""Am""A4:|
|:""Am""ea2 (a a)bag|egab a3 (g|""G""g)fga bagf|efga bagf|
""Am""e2 a2abag|egaba2ag|""G""degf edBG|""Em""EGA2""Am""A4:|",2016-12-18 16:58:20,callison,5817.0,Contra Rebels,Down the River,10.0,2.0,"28th Of January, The",,
,15717,,29529,"28th Of January, The",reel,4/4,Adorian,"""Am""A,A,CE ""D""DDFD|""Am""A,A,CE ""D""D2EG|""Am""ABcB ""G""AGEG|""F""ABcB ""Em""AGED|
""Am""A,A,CE ""D""DDFD|""Am""A,A,CE ""D""D2EG|""Am""Acea ""G""(3gfe BA|""Em""EGA2""Am""A4:|
|:""Am""ea2 (a a)bag|egab a3 (g|""G""g)fga bagf|efga bagf|
""Am""e2 a2abag|egaba2ag|""G""degf edBG|""Em""EGA2""Am""A4:|",2016-12-18 16:58:20,callison,7285.0,Murray and Falkenau,The Leipzig Sessions,6.0,2.0,28th Of January,,
,15717,,29529,"28th Of January, The",reel,4/4,Adorian,"""Am""A,A,CE ""D""DDFD|""Am""A,A,CE ""D""D2EG|""Am""ABcB ""G""AGEG|""F""ABcB ""Em""AGED|
""Am""A,A,CE ""D""DDFD|""Am""A,A,CE ""D""D2EG|""Am""Acea ""G""(3gfe BA|""Em""EGA2""Am""A4:|
|:""Am""ea2 (a a)bag|egab a3 (g|""G""g)fga bagf|efga bagf|
""Am""e2 a2abag|egaba2ag|""G""degf edBG|""Em""EGA2""Am""A4:|",2016-12-18 16:58:20,callison,5289.0,Turtle United,Turtle United,3.0,2.0,"28th Of January, The",,
2D Or Not 2D,10543,23.0,10543,2D Or Not 2D,mazurka,3/4,Dmajor,"|:d>e|f2 f>d A>F|G2 B2 d2|A>c e>A c>e|d>c d>e f>=f|
f2 f>d A>F|G2 B>G d>G|c>A e>A c>e|d2 D>A:|
^G>A|F>D A>D B>D|G>B D>G B>d|c>A e>A f>A|d>f A>d (3GFE|
D>F A>D (3=cBA|G>D B>D d>D|c>A e>g (3ABc|d2 D>A ^G>A|
F2 A>D B>D|G2 D>G B>d|c2 e>A f>A|d2 A>d (3gfe|
d>f A>d (3=cBA|G>d (3Bcd G2|c>A e>g (3ABc|d2 D2||",2010-06-22 04:38:20,ceolachan,,,,,,,2D Or Not 2D,"['2D, 2D, 2D']"
,14735,,27196,3 AM In Edradour,reel,4/4,Adorian,"|:aaag eddd|edgd eddd|eaag eddd|edgG BAAB|
eaag eddd|edgd eddd|GGGA BBAB|ddgG BAAB:|
|:AAAB AGAB|AAAB edgB|AAAB AGAB|dddB GBdB|
AAAB AGAB|AAAB edef|fgaf gedG|B2 gG BAAB:|
|:GAAG BBGd-|dGdB deee|GAAG BBGd-|dGdG dBBA|
GAAG BBGd-|dGdB deee|dBAB d4-|dedB deee:|",2015-09-17 20:26:05,Poll-eisg,2883.0,Wolfstone,Terra Firma,11.0,1.0,3 AM In Edradour,,
"30 Year, The",5304,94.0,5304,"30 Year, The",jig,6/8,Gmajor,"D|:EDE FEF|GBG D2D|EcB AGE|{F}G2A- AFD|
EDE FEF|GBG D2D|EcB AGE|1 F2G- GzD:|2 F2G- Gz2||
|:~g3 agf|~g3 d(3B^cd|egf edc|BAG ABd|
~g3 agf|~g3 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-12 10:36:29,flamin fiddler,6322.0,Chris Gray,Fuist!,5.0,3.0,30-Års Jiggen,"30 Year, The",['30-Års Jiggen']
"30 Year, The",5304,94.0,5304,"30 Year, The",jig,6/8,Gmajor,"D|:EDE FEF|GBG D2D|EcB AGE|{F}G2A- AFD|
EDE FEF|GBG D2D|EcB AGE|1 F2G- GzD:|2 F2G- Gz2||
|:~g3 agf|~g3 d(3B^cd|egf edc|BAG ABd|
~g3 agf|~g3 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-12 10:36:29,flamin fiddler,4957.0,Clare McLaughlin and Marianne Campbell,Snap and Roll,10.0,2.0,30-ars Jiggen,"30 Year, The",['30-Års Jiggen']
"30 Year, The",5304,94.0,5304,"30 Year, The",jig,6/8,Gmajor,"D|:EDE FEF|GBG D2D|EcB AGE|{F}G2A- AFD|
EDE FEF|GBG D2D|EcB AGE|1 F2G- GzD:|2 F2G- Gz2||
|:~g3 agf|~g3 d(3B^cd|egf edc|BAG ABd|
~g3 agf|~g3 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-12 10:36:29,flamin fiddler,26.0,John McCusker,Yella Hoose,2.0,2.0,"30 Year, The","30 Year, The",['30-Års Jiggen']
"30 Year, The",5304,94.0,5304,"30 Year, The",jig,6/8,Gmajor,"D|:EDE FEF|GBG D2D|EcB AGE|{F}G2A- AFD|
EDE FEF|GBG D2D|EcB AGE|1 F2G- GzD:|2 F2G- Gz2||
|:~g3 agf|~g3 d(3B^cd|egf edc|BAG ABd|
~g3 agf|~g3 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-12 10:36:29,flamin fiddler,6561.0,Pipers Gathering,"The Pipers' Gathering 2016, Vol. 2",13.0,4.0,30-års Jiggen,"30 Year, The",['30-Års Jiggen']
"30 Year, The",5304,94.0,5304,"30 Year, The",jig,6/8,Gmajor,"D|:EDE FEF|GBG D2D|EcB AGE|{F}G2A- AFD|
EDE FEF|GBG D2D|EcB AGE|1 F2G- GzD:|2 F2G- Gz2||
|:~g3 agf|~g3 d(3B^cd|egf edc|BAG ABd|
~g3 agf|~g3 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-12 10:36:29,flamin fiddler,1749.0,Silver Arm,Links,6.0,1.0,"30 Year, The","30 Year, The",['30-Års Jiggen']
"30 Year, The",5304,94.0,17518,"30 Year, The",jig,6/8,Gmajor,"|:~g3 agf|g2 g d(3B^cd|egf edc|BAG ABd|
~g3 agf|g g2 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-14 04:32:52,flamin fiddler,6322.0,Chris Gray,Fuist!,5.0,3.0,30-Års Jiggen,"30 Year, The",['30-Års Jiggen']
"30 Year, The",5304,94.0,17518,"30 Year, The",jig,6/8,Gmajor,"|:~g3 agf|g2 g d(3B^cd|egf edc|BAG ABd|
~g3 agf|g g2 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-14 04:32:52,flamin fiddler,4957.0,Clare McLaughlin and Marianne Campbell,Snap and Roll,10.0,2.0,30-ars Jiggen,"30 Year, The",['30-Års Jiggen']
"30 Year, The",5304,94.0,17518,"30 Year, The",jig,6/8,Gmajor,"|:~g3 agf|g2 g d(3B^cd|egf edc|BAG ABd|
~g3 agf|g g2 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-14 04:32:52,flamin fiddler,26.0,John McCusker,Yella Hoose,2.0,2.0,"30 Year, The","30 Year, The",['30-Års Jiggen']
"30 Year, The",5304,94.0,17518,"30 Year, The",jig,6/8,Gmajor,"|:~g3 agf|g2 g d(3B^cd|egf edc|BAG ABd|
~g3 agf|g g2 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-14 04:32:52,flamin fiddler,6561.0,Pipers Gathering,"The Pipers' Gathering 2016, Vol. 2",13.0,4.0,30-års Jiggen,"30 Year, The",['30-Års Jiggen']
"30 Year, The",5304,94.0,17518,"30 Year, The",jig,6/8,Gmajor,"|:~g3 agf|g2 g d(3B^cd|egf edc|BAG ABd|
~g3 agf|g g2 d(3B^cd|egf edB-|Bgf edB|
cBA ~B3|ced BAB|cBc eag|1 f2g- gz2:|2 f2g- gzD||",2005-12-14 04:32:52,flamin fiddler,1749.0,Silver Arm,Links,6.0,1.0,"30 Year, The","30 Year, The",['30-Års Jiggen']
,16421,,31111,"30 Year, The",jig,6/8,Gmajor,"DED FEF|GBG D2D|EcB AGE|FGA4|
DED GEG|GBG D2D|EcB AGE|FGG4:|
gfg agf|g3 d2d|egf edc|BAG A3|
gfg agf|g3 d2d|egf edB|Bgf edB|
cBA B2B|ced BAB|cBc eag|fgg4:|",2017-10-05 06:11:38,Ellie Goodman,6282.0,Mithril,Tangled Up,3.0,2.0,"30 Year, The",,
,16421,,32038,"30 Year, The",jig,6/8,Gmajor,"D|:""C"" EDE""D"" FEF|""G"" GBG D2 D|""C"" EcB AGE|""D"" FG(G A)A/F/D|
""C"" EDE""D"" FEF|""G"" GBG D2 D|""C"" EcB AGE|1 ""D"" (FG)""G""G- G z D:|2 ""D"" (FG)""G""G- G z G||
|:""G"" gfg""D"" agf|""G""{f} g2 g d2 d|""C""{d} egf edc|""Am""{c} BAG""D"" A3|
""G"" gfg""D"" agf|""G""{f} g2 g d2 d|""C"" egf edB-|""Em"" Bgf edB|
""C"" cBA""Em""{A} B2 B|""C"" ced""Em"" BAB|cBc""Am"" eag|1 ""D""{g} (fg)""G""g- g z g:|2 ""D"" (fg)""G""g- g z D||",2018-03-16 17:36:28,Erin Hennessy,6282.0,Mithril,Tangled Up,3.0,2.0,"30 Year, The",,
,18073,,35163,30-50,polka,2/4,Dmajor,"FB Bc|dc BA|dc/B/ AG|FB B2|
Bc/B/ AF|GB/G/ FD|AB AG|FD EF|
GB Bc|dc BA|dc/B/ AG|FB B2|
Bc/B/ AF|GB/G/ FD|AG FE|D2- Dg||
|:a2 ge|fd dg|ag fd|ed/e/ fg|
a2 ge|fd dc|Bd de|1 d2- dg:|2 d2- d2||",2019-06-26 21:31:40,NfldWhistler,6466.0,Dave Penny,All Turned Around,2.0,2.0,Storm Single #2,30-50,"['Storm Single', 'Storm Single #2', 'Storm Single No. 2']"
